,algoritmo,h,season,identificador.do.pixel,tempo.de.execu√.√.o..segundos.,slope,acerto_ausencia,erro_detec,erro_n_detec,acerto_pastagem_soja,acerto_soja_sojamilho,acerto_soja_seringa,acerto_floresta_pastagem,"dat_mean[, 6]"
58,bfast_luis_wavelet_java.r,0.0581951530612245,none,floresta_TAN_Pixel_3x3_22467_5,0.690059661865234,0.000672177309311021,1,0,0,0,0,0,0,2000049
59,bfast_luis_wavelet_java.r,0.0581951530612245,none,floresta_TAN_Pixel_3x3_2271_5,0.682116508483887,-8.27124977184172e-05,1,0,0,0,0,0,0,2000049
60,bfast_luis_wavelet_java.r,0.0581951530612245,none,floresta_TAN_Pixel_3x3_23302_5,0.69011116027832,-0.000311883714758002,1,0,0,0,0,0,0,2000049
61,bfast_luis_wavelet_java.r,0.0872927295918367,harmonic,soja_milho_TAN_Pixel_3x3_9173_5,0.855668544769287,-0.000567441509125765,0,1,2,0,0,0,0,2006241
62,bfast_luis_wavelet_java.r,0.0872927295918367,harmonic,floresta_TAN_Pixel_3x3_10902_5,1.07623314857483,0.00118151422212747,1,0,0,0,0,0,0,2000049
63,bfast_luis_wavelet_java.r,0.0872927295918367,harmonic,floresta_TAN_Pixel_3x3_14204_5,0.385346651077271,-0.000376232325403982,1,0,0,0,0,0,0,2000049
64,bfast_luis_wavelet_java.r,0.0872927295918367,harmonic,floresta_TAN_Pixel_3x3_1686_5,0.380839109420776,-0.00064449294944896,1,0,0,0,0,0,0,2000049
65,bfast_luis_wavelet_java.r,0.0872927295918367,harmonic,floresta_TAN_Pixel_3x3_17922_5,0.389412403106689,8.45855844569185e-05,1,0,0,0,0,0,0,2000049
66,bfast_luis_wavelet_java.r,0.0872927295918367,harmonic,floresta_TAN_Pixel_3x3_19578_5,0.390086650848389,-0.000271428683723623,1,0,0,0,0,0,0,2000049
67,bfast_luis_wavelet_java.r,0.0872927295918367,harmonic,floresta_TAN_Pixel_3x3_19613_5,0.372260808944702,-0.000127043861149406,1,0,0,0,0,0,0,2000049
68,bfast_luis_wavelet_java.r,0.0872927295918367,harmonic,floresta_TAN_Pixel_3x3_22467_5,0.318857908248901,0.000672177309311021,1,0,0,0,0,0,0,2000049
69,bfast_luis_wavelet_java.r,0.0872927295918367,harmonic,floresta_TAN_Pixel_3x3_2271_5,0.387134313583374,-8.27124977184172e-05,1,0,0,0,0,0,0,2000049
70,bfast_luis_wavelet_java.r,0.0872927295918367,harmonic,floresta_TAN_Pixel_3x3_23302_5,0.424948453903198,-0.000311883714758002,1,0,0,0,0,0,0,2000049
71,bfast_luis_wavelet_java.r,0.0872927295918367,dummy,soja_milho_TAN_Pixel_3x3_9173_5,0.777966976165771,-0.000567441509125765,0,1,2,0,0,0,0,2006241
72,bfast_luis_wavelet_java.r,0.0872927295918367,dummy,floresta_TAN_Pixel_3x3_10902_5,1.17123556137085,0.00118151422212747,1,0,0,0,0,0,0,2000049
73,bfast_luis_wavelet_java.r,0.0872927295918367,dummy,floresta_TAN_Pixel_3x3_14204_5,0.396611213684082,-0.000376232325403982,1,0,0,0,0,0,0,2000049
74,bfast_luis_wavelet_java.r,0.0872927295918367,dummy,floresta_TAN_Pixel_3x3_1686_5,0.35186243057251,-0.00064449294944896,1,0,0,0,0,0,0,2000049
75,bfast_luis_wavelet_java.r,0.0872927295918367,dummy,floresta_TAN_Pixel_3x3_17922_5,0.402127981185913,8.45855844569185e-05,1,0,0,0,0,0,0,2000049
76,bfast_luis_wavelet_java.r,0.0872927295918367,dummy,floresta_TAN_Pixel_3x3_19578_5,0.400637865066528,-0.000271428683723623,1,0,0,0,0,0,0,2000049
77,bfast_luis_wavelet_java.r,0.0872927295918367,dummy,floresta_TAN_Pixel_3x3_19613_5,0.401392221450806,-0.000127043861149406,1,0,0,0,0,0,0,2000049
78,bfast_luis_wavelet_java.r,0.0872927295918367,dummy,floresta_TAN_Pixel_3x3_22467_5,0.405343294143677,0.000672177309311021,1,0,0,0,0,0,0,2000049
79,bfast_luis_wavelet_java.r,0.0872927295918367,dummy,floresta_TAN_Pixel_3x3_2271_5,0.358654737472534,-8.27124977184172e-05,1,0,0,0,0,0,0,2000049
80,bfast_luis_wavelet_java.r,0.0872927295918367,dummy,floresta_TAN_Pixel_3x3_23302_5,0.404659509658813,-0.000311883714758002,1,0,0,0,0,0,0,2000049
81,bfast_luis_wavelet_java.r,0.0872927295918367,none,soja_milho_TAN_Pixel_3x3_9173_5,0.895263433456421,-0.000567441509125765,0,1,2,0,0,0,0,2006241
82,bfast_luis_wavelet_java.r,0.0872927295918367,none,floresta_TAN_Pixel_3x3_10902_5,1.08558511734009,0.00118151422212747,1,0,0,0,0,0,0,2000049
83,bfast_luis_wavelet_java.r,0.0872927295918367,none,floresta_TAN_Pixel_3x3_14204_5,0.382972002029419,-0.000376232325403982,1,0,0,0,0,0,0,2000049
84,bfast_luis_wavelet_java.r,0.0872927295918367,none,floresta_TAN_Pixel_3x3_1686_5,0.383464336395264,-0.00064449294944896,1,0,0,0,0,0,0,2000049
